NORTH WEST,DR. R.S. MOMPATI,600100413,9355027,GAOPALELWE SECONDARY SCHOOL,2,0,166,112,67.5,10,240,180,75.0,0,294,189,64.3
NORTH WEST,DR. R.S. MOMPATI,600100518,9323045,HUHUDI HIGH SCHOOL,2,8,99,99,100.0,0,139,135,97.1,0,163,160,98.2
NORTH WEST,DR. R.S. MOMPATI,600100549,9345038,IPELEGENG HIGH SCHOOL,3,0,106,69,65.1,0,143,97,67.8,80,222,145,65.3
NORTH WEST,DR. R.S. MOMPATI,600100576,9323053,ITSHOLETSENG SECONDARY SCHOOL,1,2,7,6,85.7,2,15,12,80.0,1,27,22,81.5
NORTH WEST,DR. R.S. MOMPATI,600100578,9345039,ITSHUPENG SECONDARY SCHOOL,3,0,187,123,65.8,3,241,131,54.4,50,228,133,58.3
NORTH WEST,DR. R.S. MOMPATI,600100596,9313054,JERRY MAHURA SECONDARY SCHOOL,2,19,87,63,72.4,19,116,94,81.0,14,138,112,81.2
NORTH WEST,DR. R.S. MOMPATI,600100601,9333233,JOHN FRYLINCK SECONDARY SCHOOL,1,0,131,72,55.0,45,130,73,56.2,14,111,67,60.4
NORTH WEST,DR. R.S. MOMPATI,600100604,9313055,JOSEPH SAKU MIDDLE SCHOOL,1,0,68,64,94.1,14,97,81,83.5,5,90,84,93.3
NORTH WEST,DR. R.S. MOMPATI,600100637,9313059,KEBINELANG SECONDARY SCHOOL,3,0,83,45,54.2,0,60,47,78.3,6,70,57,81.4
NORTH WEST,DR. R.S. MOMPATI,600100692,9323068,KGONONYANE HIGH SCHOOL,1,19,125,72,57.6,12,118,88,74.6,24,182,118,64.8
NORTH WEST,DR. R.S. MOMPATI,600100697,9313070,KGOSIETSILE-LETHOLA MIDDLE SCHOOL,3,20,49,26,53.1,2,35,27,77.1,10,43,35,81.4
NORTH WEST,DR. R.S. MOMPATI,600100699,9323072,KGOSITHEBE COMBINED SCHOOL,1,17,24,7,29.2,0,22,6,27.3,0,29,24,82.8
NORTH WEST,DR. R.S. MOMPATI,600100725,9333075,KISMET SECONDARY,4,0,35,34,97.1,0,34,34,100.0,0,34,33,97.1
NORTH WEST,DR. R.S. MOMPATI,600100726,9323076,KITLANANG SECONDARY SCHOOL,1,0,18,12,66.7,0,19,14,73.7,2,23,21,91.3
NORTH WEST,DR. R.S. MOMPATI,600100770,9355056,KROMELLENBOOG COMBINED SCHOOL,1,4,36,26,72.2,2,47,29,61.7,0,39,17,43.6
NORTH WEST,DR. R.S. MOMPATI,600100819,9355059,LE-RONA SCHOOL,3,11,90,71,78.9,14,99,69,69.7,6,193,126,65.3
NORTH WEST,DR. R.S. MOMPATI,600100879,9313087,LESHOBO SECONDARY SCHOOL,1,31,77,47,61.0,0,63,39,61.9,7,47,36,76.6
NORTH WEST,DR. R.S. MOMPATI,600105408,9313085,LETLHOGILE SECONDARY SCHOOL,1,1,59,37,62.7,0,75,55,73.3,0,62,54,87.1
NORTH WEST,DR. R.S. MOMPATI,600100955,9313091,MAATLA HIGH SCHOOL,1,32,124,71,57.3,0,109,68,62.4,3,123,101,82.1
NORTH WEST,DR. R.S. MOMPATI,600101016,9313094,MAJENG SEC SCHOOL,2,34,55,23,41.8,5,55,28,50.9,19,54,40,74.1
NORTH WEST,DR. R.S. MOMPATI,600105077,9313231,MAMMUTLA SECONDARY SCHOOL,3,14,41,25,61.0,16,61,44,72.1,8,71,53,74.6
NORTH WEST,DR. R.S. MOMPATI,600104004,9345155,MAMPHO SECONDARY SCHOOL,1,1,109,70,64.2,0,74,56,75.7,12,106,87,82.1
NORTH WEST,DR. R.S. MOMPATI,600101071,9313099,MANKUROANE TECH AND COMM H/S,1,21,74,56,75.7,3,64,56,87.5,0,98,93,94.9
NORTH WEST,DR. R.S. MOMPATI,600101119,9313102,MARUBISING SECONDARY SCHOOL,2,17,45,25,55.6,0,53,26,49.1,0,40,26,65.0
NORTH WEST,DR. R.S. MOMPATI,600101267,9323111,MODISE KANONO SECONDARY SCHOOL,2,3,16,10,62.5,5,20,15,75.0,2,17,16,94.1
NORTH WEST,DR. R.S. MOMPATI,600101319,9313115,MOKGARENG HIGH SCHOOL,2,0,45,23,51.1,0,75,55,73.3,0,96,69,71.9
NORTH WEST,DR. R.S. MOMPATI,600101357,9323117,MONCHUSI SECONDARY SCHOOL,2,21,76,47,61.8,9,70,61,87.1,0,77,64,83.1
NORTH WEST,DR. R.S. MOMPATI,600101380,9323120,MORERI SECONDARY SCHOOL,1,6,59,57,96.6,6,81,67,82.7,5,81,77,95.1
NORTH WEST,DR. R.S. MOMPATI,600101419,9313125,MOTHELESI SECONDARY SCHOOL,2,6,36,33,91.7,0,38,38,100.0,0,48,43,89.6
NORTH WEST,DR. R.S. MOMPATI,600101442,9313126,MOTSEMME SECONDARY SCHOOL,2,5,43,31,72.1,0,56,39,69.6,0,42,33,78.6
NORTH WEST,DR. R.S. MOMPATI,600105422,9333236,NQUNDE SECONDARY SCHOOL,3,,,,,0,43,28,65.1,2,38,28,73.7
NORTH WEST,DR. R.S. MOMPATI,600101552,9345084,OBANG SECONDARY SCHOOL,3,0,90,56,62.2,0,68,45,66.2,35,100,67,67.0
NORTH WEST,DR. R.S. MOMPATI,600101558,9323131,OGODISENG SECONDARY SCHOOL,2,12,58,42,72.4,0,98,49,50.0,1,80,52,65.0
NORTH WEST,DR. R.S. MOMPATI,600101590,9313134,P H MOEKETSI AGRIC HIGH SCHOOL,3,0,53,43,81.1,0,65,61,93.8,0,83,82,98.8
NORTH WEST,DR. R.S. MOMPATI,600101650,9323143,PICA PAU HIGH SCHOOL,1,6,23,7,30.4,0,13,4,30.8,0,20,6,30.0
NORTH WEST,DR. R.S. MOMPATI,600101653,9313145,PINAGARE HIGH SCHOOL,3,14,122,99,81.1,4,103,96,93.2,9,121,112,92.6
NORTH WEST,DR. R.S. MOMPATI,600101656,9323146,PITSO LETLHOGILE MIDDLE SCHOOL,1,14,43,38,88.4,0,68,57,83.8,0,59,40,67.8
NORTH WEST,DR. R.S. MOMPATI,600101687,9313148,PUDUMONG SEC SCHOOL,3,0,50,35,70.0,0,62,34,54.8,3,62,49,79.0
NORTH WEST,DR. R.S. MOMPATI,600101690,9333149,COMPREHENSIVE SEC PULE LEEUW SCHOOL,3,36,95,55,57.9,0,132,84,63.6,15,179,130,72.6
NORTH WEST,DR. R.S. MOMPATI,600103605,9323150,RADITSHANE SECONDARY SCHOOL,2,0,34,21,61.8,0,27,13,48.1,0,38,23,60.5
NORTH WEST,DR. R.S. MOMPATI,600104268,9345162,REABETSWE SECONDARY SCHOOL,3,0,174,132,75.9,1,216,176,81.5,14,185,139,75.1
NORTH WEST,DR. R.S. MOMPATI,600101792,9313157,REEMEKATHATA SECONDARY SCHOOL,3,0,29,25,86.2,0,43,26,60.5,0,36,30,83.3
NORTH WEST,DR. R.S. MOMPATI,600101814,9323161,REITSHOKILE INTERMEDIATE SCHOOL,1,1,25,23,92.0,0,34,33,97.1,1,46,44,95.7
NORTH WEST,DR. R.S. MOMPATI,600101818,9313162,REIVILO COMBINED PUBLIC SCHOOL,3,0,36,21,58.3,0,47,29,61.7,0,38,25,65.8
NORTH WEST,DR. R.S. MOMPATI,600101819,9313163,REIVILO HIGH SCHOOL,3,2,41,28,68.3,0,32,30,93.8,0,37,37,100.0
NORTH WEST,DR. R.S. MOMPATI,600105310,9333235,REKGARATLHILE SECONDARY SCHOOL,3,0,31,25,80.6,4,48,40,83.3,7,61,54,88.5
NORTH WEST,DR. R.S. MOMPATI,600100503,9345111,SCHWEIZER RENEKE HIGH SCHOOL,4,2,40,35,87.5,5,84,71,84.5,3,62,57,91.9
NORTH WEST,DR. R.S. MOMPATI,600105132,9313064,SEABO HIGH SCHOOL,3,0,72,57,79.2,0,75,55,73.3,12,116,61,52.6
NORTH WEST,DR. R.S. MOMPATI,600101896,9323171,SEBETWANE SECONDARY SCHOOL,1,16,86,64,74.4,11,116,83,71.6,20,117,94,80.3
NORTH WEST,DR. R.S. MOMPATI,600105390,9313012,SEKATE BOIJANE MAHURA SEC SCHOOL,1,22,68,44,64.7,8,89,61,68.5,5,103,77,74.8
NORTH WEST,DR. R.S. MOMPATI,600101963,9313175,SEOLESENG SECONDARY SCHOOL,1,7,27,24,88.9,1,34,30,88.2,9,40,22,55.0
NORTH WEST,DR. R.S. MOMPATI,600101980,9323176,SETSWAKGOSING HIGH SCHOOL,2,5,135,126,93.3,0,194,165,85.1,27,202,186,92.1
